id,screen_name,user_id,time,link,text,source
928849757916860416,LacyClayMO1,584912320,2017-11-10T05:00:14Z,https://www.twitter.com/greaterlaborSTL/statuses/928787809971863552,"RT @greaterlaborSTL .@LIUNA Local 110 donates $100,000 to recent hurricane victims https://labortribune.com/laborers-local-110-donates-100000-to-recent-hurricane-victims/ http://pbs.twimg.com/media/DOO3loHUQAA6NB-.jpg",Twitter for iPad
928849711733157888,SenatorCantwell,117501995,2017-11-10T05:00:03Z,https://www.twitter.com/SenatorCantwell/statuses/928849711733157888,"Things a #TaxBill should NOT do: Make #AffodableHousing more expensive for millions &amp; make middle-class families pay more taxes #GOPTaxPlan http://pbs.twimg.com/amplify_video_thumb/928780672948465664/img/GHEfMpSTZe-vQp9C.jpg https://video.twimg.com/amplify_video/928780672948465664/vid/320x180/XdkkLAWfeteOJ-WC.mp4",Media Studio
928864827694514176,auctnr1,21572351,2017-11-10T06:00:07Z,https://www.twitter.com/Social_Media_a3/statuses/928861205615308800,RT @Social_Media_a3 'Wonderful' visit: Melania Trump meets a star panda - First lady Melania Trump had a great panda adventure at t... http://ow.ly/wrik50f61fz,Twitter for iPhone
928864282976116736,auctnr1,21572351,2017-11-10T05:57:57Z,https://www.twitter.com/jimgeraghty/statuses/928805127435313153,"RT @jimgeraghty A man who pursues a 14-year-old at age 32 belongs in prison, not the U.S. Senate.",Twitter for iPhone
928863753449492480,auctnr1,21572351,2017-11-10T05:55:50Z,https://www.twitter.com/nypost/statuses/928860281979265024,"RT @nypost #MadMen’ creator has been accused of sexually harassing a writer http://nyp.st/2hi0Xmh http://pbs.twimg.com/media/DOP5gMPWkAEFe5I.jpg",Twitter for iPhone
928862580432662528,auctnr1,21572351,2017-11-10T05:51:11Z,https://www.twitter.com/realDonaldTrump/statuses/928861178113040385,"RT @realDonaldTrump Just landed in Da Nang, Vietnam to deliver a speech at #APEC2017",Twitter for iPhone
928862552611844096,auctnr1,21572351,2017-11-10T05:51:04Z,https://www.twitter.com/Breaking911/statuses/928861185444929542,RT @Breaking911 JUST IN: White House says President Trump would want Republican Senate candidate Roy Moore to step aside if allegations against him are true - Reuters,Twitter for iPhone
928862492176076800,auctnr1,21572351,2017-11-10T05:50:50Z,https://www.twitter.com/JeanneMFR/statuses/928861268768886785,"RT @JeanneMFR #MagnumPI I loved #Higgins RIP and thanks for the many laughs...when TV was good! https://twitter.com/GetEG88/status/928812266950144002 QT @GetEG88 #MagnumPI I loved #Higgins RIP and thanks for the many laughs...when TV was good! http://pbs.twimg.com/tweet_video_thumb/DOPN0PCVwAAMRPJ.jpg https://video.twimg.com/tweet_video/DOPN0PCVwAAMRPJ.mp4",Twitter for iPhone
928862014407024640,NormaJTorres,236279233,2017-11-10T05:48:56Z,https://www.twitter.com/NormaJTorres/statuses/928862014407024640,Cheers 🥂 https://twitter.com/abc7/status/928860067817910272 QT @ABC7 Palm Springs City Council becomes all-LGBT team http://abc7.la/2ApbYtO http://pbs.twimg.com/media/DOP5R_QU8AAVrZ0.jpg,Twitter for iPhone
928861386247168000,auctnr1,21572351,2017-11-10T05:46:26Z,https://www.twitter.com/BenSasse/statuses/926496243949424642,RT @BenSasse Amen. Being pro-life means being pro-adoption. Congress must remember this as we work through the details of tax reform in the coming weeks. https://twitter.com/drmoore/status/926200775734431744 QT @drmoore The adoption tax credit is not just one more policy issue. Vulnerable children ought to be a priority for us all.,Twitter for iPhone
