id,screen_name,user_id,time,link,text,source
926307565683859456,RepRickLarsen,404132211,2017-11-03T04:38:28Z,https://www.twitter.com/RepRickLarsen/statuses/926307565683859456,DITTO!!!! https://twitter.com/RepRickLarsen/status/926299571516518401 QT @RepRickLarsen I think I speak for everyone when I say...DEMPSEY!!!! @jasonrantz,Twitter for Android
926307153136242690,RepTedDeutch,137794015,2017-11-03T04:36:49Z,https://www.twitter.com/RepTedDeutch/statuses/926307153136242690,GOP lawmaker calls for vote on DREAM Act - http://thehill.com/blogs/floor-action/house/358467-gop-lawmaker-calls-for-vote-on-dream-act,Twitter for iPhone
926302040896294912,RepPaulCook,1074412920,2017-11-03T04:16:31Z,https://www.twitter.com/RepPaulCook/statuses/926302040896294912,Watch my latest zippo brief including my first impressions of the proposed tax reform bill that was released today. https://video-iad3-1.xx.fbcdn.net/v/t42.1790-2/23091503_371811409943348_3173786853841043456_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&oh=87c6d7aeeca26bc9e13e1fb43c76a2b7&oe=59FC1DEE http://pbs.twimg.com/ext_tw_video_thumb/926301635290247169/pu/img/edQVfQ2ovB8VDZyZ.jpg https://video.twimg.com/ext_tw_video/926301635290247169/pu/vid/320x180/FdyYrUzcn7_ZabpQ.mp4,Twitter Web Client
926301911631921152,tedlieu,21059255,2017-11-03T04:16:00Z,https://www.twitter.com/tedlieu/statuses/926301911631921152,@RAMRANTS Depends on how much someone values a free Pizza Hut pizza.,Twitter for Android
926299839977148417,RepTrentFranks,24773493,2017-11-03T04:07:46Z,https://www.twitter.com/RepTrentFranks/statuses/926299839977148417,"Thank you @ShannonBream for having me on your new show. Always a pleasure. http://video.foxnews.com/v/5633938513001/?#sp=show-clips @FoxNews http://pbs.twimg.com/media/DNrgxl6XcAI4k-p.jpg",Twitter for iPhone
926299571516518401,RepRickLarsen,404132211,2017-11-03T04:06:42Z,https://www.twitter.com/RepRickLarsen/statuses/926299571516518401,I think I speak for everyone when I say...DEMPSEY!!!! @jasonrantz,Twitter for Android
926299432152436736,RepSwalwell,942156122,2017-11-03T04:06:09Z,https://www.twitter.com/RepSwalwell/statuses/926299432152436736,Trump’s @Twitter went down. Yay or nyet?,Twitter for iPhone
926328037045669888,RepAlGreen,156333623,2017-11-03T05:59:49Z,https://www.twitter.com/TheRevAl/statuses/926200660420423680,"RT @TheRevAl @RepAlGreen ended his briefing by leading the audience in a chant saying ""Impeach 45"". #NANLPC17 http://pbs.twimg.com/media/DNqGlb1X0AE7xgi.jpg",Twitter for iPhone
926317295051341824,auctnr1,21572351,2017-11-03T05:17:07Z,https://www.twitter.com/MarkYoungTruth/statuses/926316603410698241,"RT @MarkYoungTruth Every time the Democrats come up with some fake news to throw at @potus , Hillary manages to steal the headlines back with real scandalous news.",Twitter for iPhone
926317220812218368,auctnr1,21572351,2017-11-03T05:16:50Z,https://www.twitter.com/auctnr1/statuses/926317220812218368,Deadly airborne plague cases rocket by almost 40% http://dailym.ai/2inyVGn via @MailOnline,Twitter for iPhone
926345687104741377,RepAlGreen,156333623,2017-11-03T07:09:57Z,https://www.twitter.com/TheRevAl/statuses/926200660420423680,"RT @TheRevAl @RepAlGreen ended his briefing by leading the audience in a chant saying ""Impeach 45"". #NANLPC17 http://pbs.twimg.com/media/DNqGlb1X0AE7xgi.jpg",Twitter for iPhone
926373389979152385,RepJimRenacci,236916916,2017-11-03T09:00:02Z,https://www.twitter.com/RepJimRenacci/statuses/926373389979152385,"TUNE IN to @foxandfriends in 15 minutes to see me on @FoxNews talking #TaxReform http://pbs.twimg.com/media/DNrKXtyW0AEfeB3.png",TweetDeck
926373354713550848,RepJimRenacci,236916916,2017-11-03T08:59:53Z,https://www.twitter.com/RepJimRenacci/statuses/926373354713550848,In the green room prepping for @foxandfriends http://pbs.twimg.com/media/DNsjp9mVwAA27Ny.jpg,Twitter for iPhone
