id,screen_name,user_id,time,link,text,source
927035513365762048,DonBeyerVA,2319503065,2017-11-05T04:51:04Z,https://www.twitter.com/EFillerCorn/statuses/927030461033074694,"RT @EFillerCorn Look forward to joining you, @DonBeyerVA tomorrow for @KathyKLTran and @RalphNortham. https://twitter.com/donbeyerva/status/926124412021215232 QT @DonBeyerVA Looking fwd to canvassing for @KathyKLTran and @RalphNortham Sunday at noon in Springfield. Join us: http://www.friendsofdonbeyer.com/donuts. 🍩🍩🍩",Hootsuite
927032555617992704,JaredHuffman,334894942,2017-11-05T04:39:19Z,https://www.twitter.com/eurekaTS/statuses/926409802955157505,"RT @eurekaTS ICYMI: GOP tax bill 'bad for California,' U.S. Rep. Jared Huffman says http://dlvr.it/Pz1lJ9",Twitter Web Client
927032301556416512,JaredHuffman,334894942,2017-11-05T04:38:18Z,https://www.twitter.com/alexstillman/statuses/926987142961745920,RT @alexstillman Peaceful afternoon on the bay. Headed to Jared Huffman’s event. He donated $5000 proceeds from today’s event to Trinity County fire efforts… http://pbs.twimg.com/media/DN1R5LnW4AYY360.jpg,Twitter Web Client
927031714928476160,JaredHuffman,334894942,2017-11-05T04:35:58Z,https://www.twitter.com/JaredHuffman/statuses/927031714928476160,"Kudos Ed Royce, only Republcn to join all Dems in CA congressional delegation in support of fire disaster $ request. https://ww2.kqed.org/news/2017/11/03/republicans-pass-on-californias-request-for-federal-wildfire-aid/?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=kqednews",Twitter Web Client
927031684108664832,JimmyGomezCA,398193180,2017-11-05T04:35:51Z,https://www.twitter.com/JimmyGomezCA/statuses/927031684108664832,"Date Night at @ppact Politics, Sex and Cocktails party! One of our fav events of the year, honoring our fav binge watch show @insecurehbo http://pbs.twimg.com/media/DN16W6AUMAAOpwC.jpg",Twitter for iPhone
927028881458069505,RepTerriSewell,381152398,2017-11-05T04:24:43Z,https://www.twitter.com/RepTerriSewell/statuses/927028881458069505,@RepMoBrooks @UofAlabama @SteveScalise @RepMikeRogersAL @RepMarthaRoby @USRepGaryPalmer @Robert_Aderholt Special thanks to President Bell for hosting us today! Roll Tide!,Twitter for iPhone
927027701415923713,LacyClayMO1,584912320,2017-11-05T04:20:02Z,https://www.twitter.com/ABCPolitics/statuses/927023795818455040,"RT @ABCPolitics New ABC/WaPo poll: 37% approve of Pres. Trump, the lowest approval of any postwar president at this point in office. http://abcn.ws/2ywEmO4 http://pbs.twimg.com/media/DN1zOozVwAEilYu.jpg",Twitter for iPad
927026807286542337,brianschatz,47747074,2017-11-05T04:16:28Z,https://www.twitter.com/ABC/statuses/927023798381146112,"RT @ABC New ABC/WaPo poll: 37% approve of Pres. Trump, the lowest approval of any postwar president at this point in office. http://abcn.ws/2zyvAiI http://pbs.twimg.com/media/DN1zOp1VQAEcN8_.jpg",Twitter for iPhone
927026691284881408,MurrayCampaign,158470209,2017-11-05T04:16:01Z,https://www.twitter.com/MurrayCampaign/statuses/927026691284881408,"No child in this country should be forced to go without medical care, it’s past time to work together to reauthorize CHIP.",Sprout Social
927026589761540097,tedlieu,21059255,2017-11-05T04:15:36Z,https://www.twitter.com/washingtonpost/statuses/926993137465266176,"RT @washingtonpost Securing North Korean nuclear weapons 'with complete certainty' would require a ground invasion, Pentagon says http://wapo.st/2zexDrI",Twitter for Android
927024851465920512,JaredHuffman,334894942,2017-11-05T04:08:42Z,https://www.twitter.com/JaredHuffman/statuses/927024851465920512,Gr8 crowd at Seaside Social 2nite in Eureka! Donating $5k from event 2 Trinity County fire victims. U can help here: http://www.humanresponsenetwork.org/ http://pbs.twimg.com/media/DN10IvUV4AAGQwN.jpg,Twitter Web Client
927022870575714305,JaredHuffman,334894942,2017-11-05T04:00:50Z,https://www.twitter.com/jen_savage/statuses/926967225763762176,RT @jen_savage “And how was your week?” – our excellent North Coast Congressman @JaredHuffman asks before launching into Washington DC update. http://pbs.twimg.com/media/DN0_xx0UEAAc8R3.jpg,Twitter Web Client
