id,screen_name,user_id,time,link,text,source
928125087622057984,justinamash,233842454,2017-11-08T05:00:39Z,https://www.twitter.com/justinamash/statuses/928125087622057984,"Thanks! I appreciate all that you and @YALiberty do to protect our rights. https://twitter.com/libertycliff/status/928102606676877313 QT @LibertyCliff I had a blast tonight speaking with Congressman @justinamash about privacy and @YALiberty's RESTORE THE 4th project! He is absolutely one of the best we've got in DC. #MakeLibertyWin http://pbs.twimg.com/media/DOFIY7IUMAAlXqc.jpg",Twitter for iPhone
928140228430266368,CoryBooker,15808765,2017-11-08T06:00:49Z,https://www.twitter.com/CoryBooker/statuses/928140228430266368,@dawnjersey @NJTVNews @PhilMurphyNJ Sorry Dawn . . . I will try to tone it down next time.,Twitter Web Client
928140037270667266,CoryBooker,15808765,2017-11-08T06:00:03Z,https://www.twitter.com/CoryBooker/statuses/928140037270667266,"Ira, I sincerely wish you the best. As we both passionately advocate for our positions may we know we can be both kind and persuasive; strong and respectful. I know I can do better. May we both show the true leadership our nation needs. Take care. https://twitter.com/geigernet/status/928095376070074368 QT @geigernet @CoryBooker is making an ass of himself at @PhilMurphyNJ 's victory party. He won't be elected president. He can run his mouth all he wants.",Twitter Web Client
928139072928874497,CoryBooker,15808765,2017-11-08T05:56:13Z,https://www.twitter.com/karen_yi/statuses/928095890014916609,"RT @karen_yi .@CoryBooker says guv wins in NJ and VA are a rebuttal to @realDonaldTrump’s presidency #elections2017 http://pbs.twimg.com/ext_tw_video_thumb/928094501872140289/pu/img/EArGPXRImwCMzCT1.jpg https://video.twimg.com/ext_tw_video/928094501872140289/pu/vid/1280x720/ZcJrqBytAt_cxSMR.mp4",Twitter Web Client
928139050854338560,RepSwalwell,942156122,2017-11-08T05:56:08Z,https://www.twitter.com/RepSwalwell/statuses/928139050854338560,"Umm, @MrJerryOC, was this you? https://twitter.com/ashaquestion/status/928097713392115713 QT @ashaquestion @ericswalwell’s look like delivered our pizza this evening.",Twitter for iPhone
928137757909831682,CoryBooker,15808765,2017-11-08T05:51:00Z,https://www.twitter.com/workhousepr/statuses/928117869401034752,"RT @workhousepr Cory Booker: ""Tonight New Jersey is America's North Star."" @CoryBooker #PhilMurphy @PhilMurphyNJ @SenateDems #asburypark #nj #Election2017 http://pbs.twimg.com/media/DOFWRq4UIAAmZFv.jpg",Twitter Web Client
928137619598446593,CoryBooker,15808765,2017-11-08T05:50:27Z,https://www.twitter.com/dskerritt/statuses/928120875072835584,"RT @dskerritt “Americans — not just Democrats — are getting fed up with a mean-spirited, divisive, denigrating kind of politics” said Democratic New Jersey Sen. @CoryBooker “This has been a very dark year. But the north star is rising.""",Twitter Web Client
928137243411218432,CoryBooker,15808765,2017-11-08T05:48:57Z,https://www.twitter.com/GlassmanMadison/statuses/928126265579761665,"RT @GlassmanMadison Senator @CoryBooker speaking at @PhilMurphyNJ’s Headquarters in Asbury Park, NJ. http://pbs.twimg.com/ext_tw_video_thumb/928125421035577344/pu/img/XuVEH8yNkzDjuhho.jpg https://video.twimg.com/ext_tw_video/928125421035577344/pu/vid/320x180/UdyuZ8TSRygATV6C.mp4",Twitter Web Client
928137226499837952,LacyClayMO1,584912320,2017-11-08T05:48:53Z,https://www.twitter.com/IrvinCamachoAR/statuses/928079562692616193,"RT @IrvinCamachoAR Virginia just voted in their first two ever Latina State Representatives in their state's history. Democrats Elizabeth Guzman and Hala Ayala both defeated Republican incumbents tonight. 

#HistoricNight http://pbs.twimg.com/media/DOEzbCVUMAAO1nQ.jpg",Twitter for iPad
928136221032886272,amashoffice,774742130329812992,2017-11-08T05:44:53Z,https://www.twitter.com/LibertyCliff/statuses/928102606676877313,"RT @LibertyCliff I had a blast tonight speaking with Congressman @justinamash about privacy and @YALiberty's RESTORE THE 4th project! He is absolutely one of the best we've got in DC. #MakeLibertyWin http://pbs.twimg.com/media/DOFIY7IUMAAlXqc.jpg",Twitter for iPhone
928135295756918784,CoryBooker,15808765,2017-11-08T05:41:13Z,https://www.twitter.com/benwikler/statuses/926087569170927616,"RT @benwikler The GOP plan is to start taxing the interest payments on your student loans and stop taxing multimillion dollar inheritances.

202-224-3121.",Twitter Web Client
928135129410736128,CoryBooker,15808765,2017-11-08T05:40:33Z,https://www.twitter.com/HRC/statuses/928065618884034561,"RT @HRC BREAKING: Danica Roem (@pwcdanica) makes history as #Virginia’s first out #transgender public official! #VaPol http://www.hrc.org/blog/danica-roem-makes-history-as-virginias-first-out-transgender-public-officia http://pbs.twimg.com/media/DOEmtmNWsAICARw.jpg",Twitter Web Client
928134869678510080,CoryBooker,15808765,2017-11-08T05:39:31Z,https://www.twitter.com/ChadHGriffin/statuses/928098420765724672,"RT @ChadHGriffin More history being made tonight as Andrea Jenkins (@andreaforward8) wins her bid for Minneapolis City Council, becoming the first out Black trans woman elected to public office in America! That makes two victories for transgender candidates tonight! http://pbs.twimg.com/media/DOFElz2WkAANSjX.jpg",Twitter Web Client
928133963436216320,CoryBooker,15808765,2017-11-08T05:35:55Z,https://www.twitter.com/benwikler/statuses/928100841051119616,"RT @benwikler MAINE DID IT! Medicaid for 80,000 people, thanks to a ballot initiative campaign that did what their GOP governor wouldn't. Wonderful, wonderful news. https://twitter.com/kylegriffin1/status/928098777004724226 QT @kylegriffin1 Maine votes YES on Question 2, approves a ballot measure to expand access to Medicaid under the Affordable Care Act. https://www.nytimes.com/elections/results/maine-ballot-measure-medicaid-expansion",Twitter Web Client
928133783299162112,CoryBooker,15808765,2017-11-08T05:35:12Z,https://www.twitter.com/womensmarch/statuses/928117208596860928,"RT @womensmarch Kathy Tran came to the U.S. as a refugee from Vietnam when she was an infant. Tonight, she became the first Asian American woman elected to the Virginia House of Delegates. Congrats @kathykltran! http://pbs.twimg.com/media/DOFVSC5XUAAWZtj.jpg",Twitter Web Client
928133749166018560,PaulTonko,153865861,2017-11-08T05:35:04Z,https://www.twitter.com/PaulTonko/statuses/928133749166018560,Polls are now open for Election Day! Voting is both a civic duty and a constitutional right. Find your polling... http://fb.me/1DmC7wWRQ,Facebook
928133687232946178,RepSwalwell,942156122,2017-11-08T05:34:49Z,https://www.twitter.com/chrissmithnymag/statuses/928008778921988096,RT @chrissmithnymag what happens if trump fires mueller? @SenWhitehouse @MartinHeinrich @matthewamiller @RepSwalwell https://www.vanityfair.com/news/2017/11/brute-authoritarianism-gaming-out-trump-mueller-endgame,Twitter for iPhone
